Title,Release Date,Budget,Domestic Gross,Worldwide Gross
The Incredibles,11/5/2004,"$92,000,000","$261,441,092","$614,726,752"
A Good Day to Die Hard,2/14/2013,"$92,000,000","$67,349,198","$304,249,198"
The Alamo,4/9/2004,"$92,000,000","$22,406,362","$23,911,362"
Cutthroat Island,12/22/1995,"$92,000,000","$9,833,397","$18,333,397"
The Secret Life of Walter Mitty,12/25/2013,"$91,000,000","$58,236,838","$188,536,838"
Men in Black,7/1/1997,"$90,000,000","$250,147,615","$587,247,615"
Toy Story 2,11/19/1999,"$90,000,000","$245,823,397","$511,329,494"
Rush Hour 2,8/3/2001,"$90,000,000","$226,164,286","$347,425,832"
Sherlock Holmes,12/25/2009,"$90,000,000","$209,028,679","$498,438,212"
Ice Age: Dawn of the Dinosaurs,7/1/2009,"$90,000,000","$196,573,705","$859,701,857"
What Lies Beneath,7/21/2000,"$90,000,000","$155,370,362","$288,600,000"
Rio,4/15/2011,"$90,000,000","$143,619,809","$487,519,809"
The Departed,10/6/2006,"$90,000,000","$132,384,315","$289,660,619"
Charlie's Angels,11/3/2000,"$90,000,000","$125,305,545","$259,736,090"
Mulan,6/19/1998,"$90,000,000","$120,618,403","$303,498,149"
Tropic Thunder,8/13/2008,"$90,000,000","$110,461,307","$191,091,250"
The Girl with the Dragon Tattoo,12/20/2011,"$90,000,000","$102,515,793","$239,373,970"
Contact,7/11/1997,"$90,000,000","$100,769,177","$165,748,848"
You Don't Mess With the Zohan,6/6/2008,"$90,000,000","$100,018,837","$202,910,991"
Die Hard: With a Vengeance,5/19/1995,"$90,000,000","$99,983,259","$366,072,426"
Alvin and the Chipmunks: The Road Chip,12/18/2015,"$90,000,000","$85,867,500","$235,036,707"
Atlantis: The Lost Empire,6/8/2001,"$90,000,000","$84,052,762","$186,049,020"
Valkyrie,12/25/2008,"$90,000,000","$83,077,762","$203,902,107"
Pixels,7/24/2015,"$90,000,000","$78,747,585","$244,126,300"
Artificial Intelligence: AI,6/29/2001,"$90,000,000","$78,616,689","$235,900,000"
The Haunted Mansion,11/26/2003,"$90,000,000","$75,817,994","$155,750,628"
Hollow Man,8/4/2000,"$90,000,000","$73,209,340","$191,200,000"
The Interpreter,4/22/2005,"$90,000,000","$72,515,360","$162,561,036"
Percy Jackson: Sea of Monsters,8/7/2013,"$90,000,000","$68,559,554","$200,859,554"
Lara Croft: Tomb Raider: The Cradle of Life,7/25/2003,"$90,000,000","$65,653,758","$157,092,943"
Spy Game,11/21/2001,"$90,000,000","$62,362,560","$143,049,560"
The Saint,4/4/1997,"$90,000,000","$61,355,436","$169,392,132"
Mission to Mars,3/10/2000,"$90,000,000","$60,874,615","$106,000,000"
Bicentennial Man,12/17/1999,"$90,000,000","$58,220,776","$87,420,776"
King Arthur,7/7/2004,"$90,000,000","$51,877,963","$203,877,963"
Volcano,4/25/1997,"$90,000,000","$47,474,112","$120,027,316"
The Devil's Own,3/26/1997,"$90,000,000","$42,877,165","$140,891,572"
K-19: The Widowmaker,7/19/2002,"$90,000,000","$35,168,966","$65,716,126"
Conan the Barbarian,8/19/2011,"$90,000,000","$21,295,021","$63,356,133"
The Three Musketeers,10/21/2011,"$90,000,000","$20,374,484","$139,874,484"
The Nutcracker in 3D,11/24/2010,"$90,000,000","$195,459","$20,466,016"
Twister,5/10/1996,"$88,000,000","$241,688,385","$495,700,000"
Cinderella Man,6/3/2005,"$88,000,000","$61,649,911","$105,021,488"
Fantastic Four,7/8/2005,"$87,500,000","$154,695,569","$330,716,569"
Hannibal,2/9/2001,"$87,000,000","$165,091,986","$350,100,000"
Seabiscuit,7/25/2003,"$86,000,000","$120,197,488","$148,634,976"
Cast Away,12/22/2000,"$85,000,000","$233,632,142","$427,230,516"
Happy Feet,11/17/2006,"$85,000,000","$198,000,317","$385,000,317"
Ocean's Eleven,12/7/2001,"$85,000,000","$183,417,150","$450,728,529"
The Bourne Supremacy,7/23/2004,"$85,000,000","$176,087,450","$288,587,450"
Air Force One,7/25/1997,"$85,000,000","$172,620,724","$314,932,668"
Fast & Furious,4/3/2009,"$85,000,000","$155,064,265","$363,064,265"
Horton Hears a Who,3/14/2008,"$85,000,000","$154,529,439","$299,477,886"
Divergent,3/21/2014,"$85,000,000","$150,947,895","$276,014,965"
Hotel Transylvania,9/28/2012,"$85,000,000","$148,313,048","$378,505,812"
Enchanted,11/21/2007,"$85,000,000","$127,706,877","$340,384,141"
Safe House,2/10/2012,"$85,000,000","$126,181,630","$208,542,162"
I Now Pronounce You Chuck and Larry,7/20/2007,"$85,000,000","$119,725,280","$185,708,462"
Ocean's Thirteen,6/8/2007,"$85,000,000","$117,144,465","$311,744,465"
It's Complicated,12/25/2009,"$85,000,000","$112,735,375","$224,614,744"
Enemy of the State,11/20/1998,"$85,000,000","$111,544,445","$250,644,445"
Open Season,9/29/2006,"$85,000,000","$84,325,668","$191,152,567"
Tower Heist,11/4/2011,"$85,000,000","$78,046,570","$153,487,972"
102 Dalmatians,11/22/2000,"$85,000,000","$66,941,559","$66,941,559"
Mirror Mirror,3/30/2012,"$85,000,000","$64,935,167","$173,613,482"
The Holiday,12/8/2006,"$85,000,000","$63,224,849","$205,135,173"
The Fast and the Furious: Tokyo Drift,6/16/2006,"$85,000,000","$62,514,415","$157,693,110"
Memoirs of a Geisha,12/9/2005,"$85,000,000","$57,010,853","$161,510,853"
Enemy at the Gates,3/16/2001,"$85,000,000","$51,396,781","$96,971,293"
Last Action Hero,6/18/1993,"$85,000,000","$50,016,394","$137,298,489"
The Rundown,9/26/2003,"$85,000,000","$47,641,743","$80,831,893"
Arthur Christmas,11/23/2011,"$85,000,000","$46,462,469","$149,717,124"
Cats & Dogs: The Revenge of Kitty Galore,7/30/2010,"$85,000,000","$45,539,292","$114,979,922"
Meet Joe Black,11/13/1998,"$85,000,000","$44,606,335","$44,606,335"
Collateral Damage,2/8/2002,"$85,000,000","$40,048,332","$78,353,508"
Showtime,3/15/2002,"$85,000,000","$37,948,765","$78,948,765"
Judge Dredd,6/30/1995,"$85,000,000","$34,687,912","$113,487,912"
Zodiac,3/2/2007,"$85,000,000","$33,080,084","$83,080,084"
Scott Pilgrim vs. The World,8/13/2010,"$85,000,000","$31,524,275","$47,969,723"
The Core,3/28/2003,"$85,000,000","$31,111,260","$74,132,631"
Father's Day,5/9/1997,"$85,000,000","$28,659,604","$35,659,604"
Scooby-Doo,6/14/2002,"$84,000,000","$153,294,164","$276,294,164"
Nutty Professor II: The Klumps,7/28/2000,"$84,000,000","$123,307,945","$166,307,945"
RED 2,7/19/2013,"$84,000,000","$53,262,560","$137,162,560"
Click,6/23/2006,"$82,500,000","$137,340,146","$237,669,602"
Charlotte's Web,12/15/2006,"$82,500,000","$82,599,768","$143,599,768"
Jumper,2/14/2008,"$82,500,000","$81,168,265","$223,636,949"
Hellboy II: The Golden Army,7/11/2008,"$82,500,000","$75,791,785","$160,193,345"
The Longest Yard,5/27/2005,"$82,000,000","$158,119,460","$190,320,568"
The Expendables,8/13/2010,"$82,000,000","$103,068,524","$268,268,174"
The 6th Day,11/17/2000,"$82,000,000","$34,543,701","$96,024,898"
Bruce Almighty,5/23/2003,"$81,000,000","$242,704,995","$483,473,962"
The Hunger Games,3/23/2012,"$80,000,000","$408,010,692","$677,923,379"
The Hangover Part II,5/26/2011,"$80,000,000","$254,464,305","$586,464,305"
Mission: Impossible,5/21/1996,"$80,000,000","$180,891,004","$457,607,112"
Hotel Transylvania 2,9/25/2015,"$80,000,000","$169,700,110","$469,384,471"
Batman Returns,6/18/1992,"$80,000,000","$162,833,635","$266,824,291"
The Mummy,5/7/1999,"$80,000,000","$155,247,825","$416,247,825"
Over the Hedge,5/19/2006,"$80,000,000","$155,019,340","$343,397,247"
Lilo & Stitch,6/21/2002,"$80,000,000","$145,771,527","$245,800,000"
Deep Impact,5/8/1998,"$80,000,000","$140,300,426","$349,300,426"
Grown Ups 2,7/12/2013,"$80,000,000","$133,668,525","$247,023,808"
Alvin and the Chipmunks: Chipwrecked,12/16/2011,"$80,000,000","$133,107,389","$349,088,523"
Get Smart,6/20/2008,"$80,000,000","$130,319,208","$226,739,416"
Robots,3/11/2005,"$80,000,000","$128,200,012","$260,700,012"
Shutter Island,2/19/2010,"$80,000,000","$128,012,934","$299,461,782"
Something's Gotta Give,12/12/2003,"$80,000,000","$124,685,242","$266,685,242"
Four Christmases,11/26/2008,"$80,000,000","$120,146,040","$168,311,558"
Face/Off,6/27/1997,"$80,000,000","$112,273,211","$241,197,065"
Bedtime Stories,12/25/2008,"$80,000,000","$110,101,975","$221,468,935"
The Road to Perdition,7/12/2002,"$80,000,000","$104,054,514","$183,354,514"
Just Go With It,2/11/2011,"$80,000,000","$103,028,109","$214,974,953"
Daredevil,2/14/2003,"$80,000,000","$102,543,518","$182,782,518"
Eagle Eye,9/26/2008,"$80,000,000","$101,440,743","$178,066,569"
Con Air,6/6/1997,"$80,000,000","$101,087,161","$224,087,161"
Yogi Bear,12/17/2010,"$80,000,000","$100,246,011","$204,774,690"
Cold Mountain,12/25/2003,"$80,000,000","$95,632,614","$165,173,909"
The Book of Eli,1/15/2010,"$80,000,000","$94,835,059","$158,750,817"
Flubber,11/26/1997,"$80,000,000","$92,969,824","$177,969,824"
The Haunting,7/23/1999,"$80,000,000","$91,188,905","$180,188,905"
Space Jam,11/15/1996,"$80,000,000","$90,443,603","$250,180,069"
Fury,10/17/2014,"$80,000,000","$85,755,593","$211,755,593"
The Pink Panther,2/10/2006,"$80,000,000","$82,226,474","$158,926,474"
Zookeeper,7/8/2011,"$80,000,000","$80,360,866","$170,805,525"
The Day the Earth Stood Still,12/12/2008,"$80,000,000","$79,366,978","$233,066,978"
Conspiracy Theory,8/8/1997,"$80,000,000","$76,081,498","$142,746,226"
"Six Days, Seven Nights",6/12/1998,"$80,000,000","$74,292,149","$164,752,855"
Spirit: Stallion of the Cimarron,5/24/2002,"$80,000,000","$73,215,310","$106,515,310"
Swordfish,6/8/2001,"$80,000,000","$69,772,969","$147,080,413"
Lost In Space,4/3/1998,"$80,000,000","$69,102,910","$136,032,598"
The Manchurian Candidate,7/30/2004,"$80,000,000","$65,948,711","$96,148,711"
Déjà Vu,11/22/2006,"$80,000,000","$64,038,616","$181,038,616"
Bewitched,6/24/2005,"$80,000,000","$62,252,415","$130,098,562"
Fantasia 2000 (IMAX),1/1/2000,"$80,000,000","$60,507,228","$60,507,228"
The Time Machine,3/8/2002,"$80,000,000","$56,684,819","$98,983,590"
What Dreams May Come,10/2/1998,"$80,000,000","$55,350,897","$71,350,897"
Mighty Joe Young,12/25/1998,"$80,000,000","$50,628,009","$50,628,009"
The Legend of Zorro,10/28/2005,"$80,000,000","$45,356,386","$141,256,386"
Little Nicky,11/10/2000,"$80,000,000","$39,442,871","$58,270,391"
Surrogates,9/25/2009,"$80,000,000","$38,577,772","$119,668,350"
Evolution,6/8/2001,"$80,000,000","$38,311,134","$98,341,932"
The Brothers Grimm,8/26/2005,"$80,000,000","$37,899,638","$105,299,638"
Mars Attacks!,12/13/1996,"$80,000,000","$37,754,208","$101,354,208"
The Wild,4/14/2006,"$80,000,000","$37,384,046","$99,010,667"
Walking with Dinosaurs,12/20/2013,"$80,000,000","$36,076,121","$130,580,730"
Thirteen Days,12/22/2000,"$80,000,000","$34,566,746","$66,554,547"
Daylight,12/6/1996,"$80,000,000","$32,885,565","$158,885,565"
The Last Witch Hunter,10/23/2015,"$80,000,000","$27,367,660","$131,234,406"
Pompeii,2/21/2014,"$80,000,000","$23,169,033","$108,469,033"
Battlefield Earth: A Saga of the Year 3000,5/12/2000,"$80,000,000","$21,471,685","$29,725,663"
Looney Tunes: Back in Action,11/14/2003,"$80,000,000","$20,950,820","$54,540,662"
Nine,12/18/2009,"$80,000,000","$19,676,965","$53,508,858"
Timeline,11/26/2003,"$80,000,000","$19,480,739","$26,703,184"
Oceans,4/22/2010,"$80,000,000","$19,422,319","$86,787,530"
Babe: Pig in the City,11/25/1998,"$80,000,000","$18,318,000","$69,130,000"
The Postman,12/25/1997,"$80,000,000","$17,593,391","$20,783,810"
Red Planet,11/10/2000,"$80,000,000","$17,480,890","$33,463,969"
Arthur et les Minimoys,12/15/2006,"$80,000,000","$15,132,763","$113,325,743"
The Invasion,8/17/2007,"$80,000,000","$15,074,191","$40,147,042"
Fantasia 2000 (Theatrical Release),6/16/2000,"$80,000,000","$9,103,630","$9,103,630"
A Sound of Thunder,9/2/2005,"$80,000,000","$1,900,451","$6,300,451"
"Don Gato, el inicio de la pandilla",12/31/2015,"$80,000,000",$0,"$4,007,009"
The Angry Birds Movie,5/20/2016,"$80,000,000",$0,$0
The Lion King,6/15/1994,"$79,300,000","$422,780,140","$987,480,140"
Journey 2: The Mysterious Island,2/10/2012,"$79,000,000","$103,860,290","$318,146,162"
Jack and Jill,11/11/2011,"$79,000,000","$74,158,157","$150,519,217"
A Beautiful Mind,12/21/2001,"$78,000,000","$170,708,996","$317,668,058"
Cloudy with a Chance of Meatballs 2,9/27/2013,"$78,000,000","$119,793,567","$274,392,649"
Red Dragon,10/4/2002,"$78,000,000","$92,955,420","$206,455,420"
Hidalgo,3/5/2004,"$78,000,000","$67,286,731","$107,336,658"
The League of Extraordinary Gentlemen,7/11/2003,"$78,000,000","$66,465,204","$179,265,204"
Exorcist: The Beginning,8/20/2004,"$78,000,000","$41,814,863","$43,957,541"
Astérix et Obélix: Au service de Sa Majesté ,12/31/2012,"$77,600,000",$0,"$60,680,125"
The Little Prince,12/31/2015,"$77,500,000",$0,"$88,896,076"
Despicable Me 2,7/3/2013,"$76,000,000","$368,065,385","$974,873,764"
2 Fast 2 Furious,6/6/2003,"$76,000,000","$127,120,058","$236,410,607"
Children of Men,12/25/2006,"$76,000,000","$35,327,768","$69,628,780"
The Adventures of Rocky & Bullwinkle,6/30/2000,"$76,000,000","$26,000,610","$35,129,610"
Independence Day,7/2/1996,"$75,000,000","$306,124,059","$817,355,682"
The Lost World: Jurassic Park,5/22/1997,"$75,000,000","$229,074,524","$618,626,844"
Ice Age: The Meltdown,3/31/2006,"$75,000,000","$195,330,621","$651,899,282"
Madagascar,5/27/2005,"$75,000,000","$193,166,575","$556,130,620"
Grown Ups,6/25/2010,"$75,000,000","$162,001,186","$272,223,430"
Shark Tale,10/1/2004,"$75,000,000","$161,412,000","$371,917,043"
X-Men,7/14/2000,"$75,000,000","$157,299,717","$296,339,717"
Wanted,6/27/2008,"$75,000,000","$134,327,125","$342,235,034"
The Rock,6/7/1996,"$75,000,000","$133,955,936","$335,955,936"
50 First Dates,2/13/2004,"$75,000,000","$120,776,832","$196,324,496"
Hairspray,7/20/2007,"$75,000,000","$118,871,849","$202,871,849"
Now You See Me,5/31/2013,"$75,000,000","$117,723,989","$351,723,989"
Dreamgirls,12/15/2006,"$75,000,000","$103,365,956","$154,965,956"
Inspector Gadget,7/23/1999,"$75,000,000","$97,360,069","$97,360,069"
Immortals,11/11/2011,"$75,000,000","$83,504,017","$211,562,435"
The Terminal,6/18/2004,"$75,000,000","$77,073,959","$218,673,959"
Constantine,2/18/2005,"$75,000,000","$75,500,759","$221,119,492"
Monster House,7/21/2006,"$75,000,000","$73,661,010","$141,267,370"
Hotel for Dogs,1/16/2009,"$75,000,000","$73,034,460","$118,230,763"
Vertical Limit,12/8/2000,"$75,000,000","$68,473,360","$213,500,000"
Charlie Wilson's War,12/21/2007,"$75,000,000","$66,661,095","$119,512,771"
Life,4/16/1999,"$75,000,000","$64,016,268","$73,475,268"
Be Cool,3/4/2005,"$75,000,000","$55,849,401","$94,944,017"
Munich,12/23/2005,"$75,000,000","$47,379,090","$131,492,772"
Killers,6/4/2010,"$75,000,000","$47,059,963","$95,572,749"
The Man From U.N.C.L.E.,8/14/2015,"$75,000,000","$45,445,109","$105,445,109"
Tears of the Sun,3/7/2003,"$75,000,000","$43,632,458","$85,632,458"
Lady in the Water,7/21/2006,"$75,000,000","$42,285,169","$72,785,169"
Spanglish,12/17/2004,"$75,000,000","$42,044,321","$54,344,321"
Bandits,10/12/2001,"$75,000,000","$41,523,271","$71,523,271"
Anna and the King,12/17/1999,"$75,000,000","$39,251,128","$39,251,128"
First Knight,7/7/1995,"$75,000,000","$37,027,335","$127,027,335"
Sucker Punch,3/25/2011,"$75,000,000","$36,392,502","$89,758,389"
Hostage,3/11/2005,"$75,000,000","$34,636,443","$77,636,443"
Hollywood Homicide,6/13/2003,"$75,000,000","$30,207,785","$50,409,753"
Titan A.E.,6/16/2000,"$75,000,000","$22,751,979","$36,751,979"
Flight of the Phoenix,12/17/2004,"$75,000,000","$21,009,180","$34,009,180"
Soldier,10/23/1998,"$75,000,000","$14,567,883","$14,567,883"
Virus,1/15/1999,"$75,000,000","$14,010,690","$30,626,690"
Monkeybone,2/23/2001,"$75,000,000","$5,409,517","$5,409,517"
Minions,7/10/2015,"$74,000,000","$336,045,770","$1,163,622,202"
The SpongeBob Movie: Sponge Out of Water,2/6/2015,"$74,000,000","$162,994,032","$311,594,032"
Unbreakable,11/22/2000,"$73,243,106","$94,999,143","$248,099,143"
Talladega Nights: The Ballad of Ricky Bobby,8/4/2006,"$73,000,000","$148,213,377","$162,870,525"
Snake Eyes,8/7/1998,"$73,000,000","$55,585,389","$103,885,389"
Sphere,2/13/1998,"$73,000,000","$36,976,367","$50,076,367"
The Simpsons Movie,7/27/2007,"$72,500,000","$183,135,014","$527,071,022"
Fool's Gold,2/8/2008,"$72,500,000","$70,231,041","$109,362,966"
Funny People,7/31/2009,"$72,500,000","$51,855,045","$71,880,305"
The Kingdom,9/28/2007,"$72,500,000","$47,467,250","$86,509,602"
Doctor Dolittle 2,6/22/2001,"$72,000,000","$112,950,721","$176,101,721"
Braveheart,5/24/1995,"$72,000,000","$75,545,647","$209,045,647"
Jarhead,11/4/2005,"$72,000,000","$62,647,540","$96,947,540"
Driven,4/27/2001,"$72,000,000","$32,616,869","$54,616,869"
The Majestic,12/21/2001,"$72,000,000","$27,796,042","$37,306,334"
Two Brothers,6/25/2004,"$72,000,000","$18,947,630","$61,947,630"
The Village,7/30/2004,"$71,682,975","$114,197,520","$257,641,634"
Doctor Dolittle,6/26/1998,"$71,500,000","$144,156,464","$294,156,464"
Signs,8/2/2002,"$70,702,619","$227,965,690","$408,265,690"
Shrek 2,5/19/2004,"$70,000,000","$436,471,036","$932,252,921"
Cars,6/9/2006,"$70,000,000","$244,082,982","$461,651,246"
Alvin and the Chipmunks: The Squeakquel,12/23/2009,"$70,000,000","$219,614,612","$443,483,213"
Runaway Bride,7/30/1999,"$70,000,000","$152,149,590","$310,030,259"
Who Framed Roger Rabbit?,6/22/1988,"$70,000,000","$151,931,137","$349,318,645"
xXx,8/9/2002,"$70,000,000","$141,715,000","$266,985,000"
Ransom,11/8/1996,"$70,000,000","$136,448,821","$308,656,140"
Inglourious Basterds,8/20/2009,"$70,000,000","$120,774,594","$316,915,264"
Die Hard 2,7/3/1990,"$70,000,000","$117,323,878","$239,814,025"
S.W.A.T.,8/8/2003,"$70,000,000","$116,877,597","$207,154,748"
Hook,12/11/1991,"$70,000,000","$109,921,554","$291,121,554"
Sleepy Hollow,11/19/1999,"$70,000,000","$101,068,340","$207,068,340"
Vanilla Sky,12/14/2001,"$70,000,000","$100,614,858","$202,726,605"
Hercules,6/13/1997,"$70,000,000","$99,046,791","$250,634,690"
Olympus Has Fallen,3/22/2013,"$70,000,000","$98,927,592","$150,562,164"
Battle: Los Angeles,3/11/2011,"$70,000,000","$83,552,429","$213,463,976"
AVP: Alien Vs. Predator,8/13/2004,"$70,000,000","$80,281,096","$172,543,519"
War Horse,12/25/2011,"$70,000,000","$79,883,359","$156,815,529"
We Were Soldiers,3/1/2002,"$70,000,000","$78,120,196","$114,658,262"
The Monuments Men,2/7/2014,"$70,000,000","$78,031,620","$158,702,748"
Star Trek: Insurrection,12/11/1998,"$70,000,000","$70,177,571","$117,789,913"
Big Fish,12/10/2003,"$70,000,000","$66,432,867","$123,954,323"
Underworld: Awakening,1/20/2012,"$70,000,000","$62,321,039","$160,379,930"
Wolf,6/17/1994,"$70,000,000","$59,486,001","$125,486,001"
Dracula Untold,10/10/2014,"$70,000,000","$55,991,880","$216,821,942"
Wall Street 2: Money Never Sleeps,9/24/2010,"$70,000,000","$52,474,616","$137,431,619"
The Abyss,8/9/1989,"$70,000,000","$49,710,458","$49,710,458"
The Dilemma,1/14/2011,"$70,000,000","$48,475,290","$70,546,865"
The Siege,11/6/1998,"$70,000,000","$40,932,372","$116,623,995"
Rock of Ages,6/15/2012,"$70,000,000","$38,518,613","$61,031,932"
Stardust,8/10/2007,"$70,000,000","$38,373,235","$136,760,542"
Seven Years in Tibet,10/8/1997,"$70,000,000","$37,901,509","$131,401,509"
